HS Code	Commodity	Value	Date	Growth
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	83.36	11/1/2015	0.73
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	4.21	11/1/2015	-18.69
89	SHIPS, BOATS AND FLOATING STRUCTURES.	142.12	11/1/2015	580.87
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	25.24	11/1/2015	23.38
91	CLOCKS AND WATCHES AND PARTS THEREOF.	1.43	11/1/2015	56.19
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.03	11/1/2015	73.37
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.03	11/1/2015	-76.94
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	1.7	11/1/2015	-23.99
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.55	11/1/2015	8.02
96	MISCELLANEOUS MANUFACTURED ARTICLES.	3.71	11/1/2015	-21.58
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	0.12	11/1/2015	-94.85
98	PROJECT GOODS; SOME SPECIAL USES.	0.27	11/1/2015	162.86
99	MISCELLANEOUS GOODS.	5.29	11/1/2015	-36.11
1	LIVE ANIMALS.	0	12/1/2015	-66.67
2	MEAT AND EDIBLE MEAT OFFAL.	149.93	12/1/2015	-35.62
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	71.75	12/1/2015	-17.82
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	1.97	12/1/2015	-57.93
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.39	12/1/2015	-20.93
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.49	12/1/2015	-18.81
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	7.89	12/1/2015	-10.04
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	2.57	12/1/2015	-53.33
9	COFFEE, TEA, MATE AND SPICES.	44.84	12/1/2015	22.57
10	CEREALS.	32.28	12/1/2015	-65.4
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	6.43	12/1/2015	60.04
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	63.77	12/1/2015	42.23
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	2.38	12/1/2015	-14.9
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0	12/1/2015	-94.03
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	27.18	12/1/2015	690.86
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0.05	12/1/2015	-34.49
17	SUGARS AND SUGAR CONFECTIONERY.	1.39	12/1/2015	-57.61
18	COCOA AND COCOA PREPARATIONS.	0.92	12/1/2015	22.92
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	1.36	12/1/2015	12.36
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	0.81	12/1/2015	-38.49
21	MISCELLANEOUS EDIBLE PREPARATIONS.	5.57	12/1/2015	-12.71
22	BEVERAGES, SPIRITS AND VINEGAR.	3.07	12/1/2015	75.42
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	30.6	12/1/2015	-48.12
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	8.54	12/1/2015	-14.53
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	12.72	12/1/2015	25.85
26	ORES, SLAG AND ASH.	1.66	12/1/2015	-59.31
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	277.42	12/1/2015	-30.12
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	9.56	12/1/2015	9.67
29	ORGANIC CHEMICALS	93.29	12/1/2015	-24.33
30	PHARMACEUTICAL PRODUCTS	61.66	12/1/2015	26.23
31	FERTILISERS.	2.51	12/1/2015	21.13
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	25.64	12/1/2015	2.84
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	10.32	12/1/2015	-3.59
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	2.97	12/1/2015	14.87
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	3.38	12/1/2015	16.56
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	2.51	12/1/2015	86.86
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.51	12/1/2015	13.86
38	MISCELLANEOUS CHEMICAL PRODUCTS.	30.51	12/1/2015	18.02
39	PLASTIC AND ARTICLES THEREOF.	24.19	12/1/2015	-4.94
40	RUBBER AND ARTICLES THEREOF.	20.23	12/1/2015	4.43
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	15.49	12/1/2015	15.97
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	2.29	12/1/2015	135.42
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.		12/1/2015	
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.42	12/1/2015	-30.86
45	CORK AND ARTICLES OF CORK.	0.01	12/1/2015	-47.97
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0	12/1/2015	300
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		12/1/2015	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	10.02	12/1/2015	30.35
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	1.9	12/1/2015	181.6
50	SILK	0.89	12/1/2015	-17.01
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	0.91	12/1/2015	13.01
52	COTTON.	67.89	12/1/2015	-21.52
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.55	12/1/2015	30.78
54	MAN-MADE FILAMENTS.	14.32	12/1/2015	-22.41
55	MAN-MADE STAPLE FIBRES.	8.59	12/1/2015	-15.53
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	1.64	12/1/2015	-63.96
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	0.94	12/1/2015	-10.92
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	2.12	12/1/2015	14.73
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	2.89	12/1/2015	32.71
60	KNITTED OR CROCHETED FABRICS.	0.94	12/1/2015	30.94
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	3.54	12/1/2015	-13.26
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	18.85	12/1/2015	85.29
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	3.93	12/1/2015	33.14
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	2.52	12/1/2015	-6.82
65	HEADGEAR AND PARTS THEREOF.	0.09	12/1/2015	-67.3
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0.03	12/1/2015	-31.97
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	1.39	12/1/2015	132.8
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	4.18	12/1/2015	20.96
69	CERAMIC PRODUCTS.	3.06	12/1/2015	86.81
70	GLASS AND GLASSWARE.	2.49	12/1/2015	-20.5
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	108.03	12/1/2015	-8
72	IRON AND STEEL	53.28	12/1/2015	-5
73	ARTICLES OF IRON OR STEEL	21.98	12/1/2015	-33.47
74	COPPER AND ARTICLES THEREOF.	32.57	12/1/2015	203.76
75	NICKEL AND ARTICLES THEREOF.	68.71	12/1/2015	123.1
76	ALUMINIUM AND ARTICLES THEREOF.	4.96	12/1/2015	-65.61
78	LEAD AND ARTICLES THEREOF.	2.08	12/1/2015	68.64
79	ZINC AND ARTICLES THEREOF.	5.02	12/1/2015	-3.85
80	TIN AND ARTICLES THEREOF.	2.05	12/1/2015	7,502.22
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.13	12/1/2015	-78.44
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	3.96	12/1/2015	-1.05
83	MISCELLANEOUS ARTICLES OF BASE METAL.	3.38	12/1/2015	27.63
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	123.26	12/1/2015	-29.6
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	74.76	12/1/2015	46.78
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	0.55	12/1/2015	-71
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	83.36	12/1/2015	0.73
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	4.21	12/1/2015	-18.69
89	SHIPS, BOATS AND FLOATING STRUCTURES.	142.12	12/1/2015	580.87
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	25.24	12/1/2015	23.38
91	CLOCKS AND WATCHES AND PARTS THEREOF.	1.43	12/1/2015	56.19
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.03	12/1/2015	73.37
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.03	12/1/2015	-76.94
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	1.7	12/1/2015	-23.99
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.55	12/1/2015	8.02
96	MISCELLANEOUS MANUFACTURED ARTICLES.	3.71	12/1/2015	-21.58
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	0.12	12/1/2015	-94.85
98	PROJECT GOODS; SOME SPECIAL USES.	0.27	12/1/2015	162.86
99	MISCELLANEOUS GOODS.	5.29	12/1/2015	-36.11
1	LIVE ANIMALS.	0	1/1/2016	0
2	MEAT AND EDIBLE MEAT OFFAL.	201.8	1/1/2016	34.6
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	61.51	1/1/2016	-14.28
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	2.06	1/1/2016	4.57
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	3.64	1/1/2016	834.75
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.46	1/1/2016	-6.66
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	8.66	1/1/2016	9.76
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	3.03	1/1/2016	17.63
9	COFFEE, TEA, MATE AND SPICES.	45.08	1/1/2016	0.54
10	CEREALS.	8.09	1/1/2016	-74.93
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	3.55	1/1/2016	-44.79
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	51.53	1/1/2016	-19.19
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	1.59	1/1/2016	-33.14
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.04	1/1/2016	765.22
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	11.21	1/1/2016	-58.78
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0.03	1/1/2016	-51.55
17	SUGARS AND SUGAR CONFECTIONERY.	85.57	1/1/2016	6,063.41
18	COCOA AND COCOA PREPARATIONS.	2.97	1/1/2016	221.72
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	1.37	1/1/2016	0.61
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	0.83	1/1/2016	2.35
21	MISCELLANEOUS EDIBLE PREPARATIONS.	4.1	1/1/2016	-26.42
22	BEVERAGES, SPIRITS AND VINEGAR.	2.88	1/1/2016	-6.08
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	15.58	1/1/2016	-49.1
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	15.81	1/1/2016	85.07
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	12.78	1/1/2016	0.43
26	ORES, SLAG AND ASH.	0.11	1/1/2016	-93.57
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	287.4	1/1/2016	3.6
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	8.85	1/1/2016	-7.44
29	ORGANIC CHEMICALS	80.58	1/1/2016	-13.62
30	PHARMACEUTICAL PRODUCTS	58.65	1/1/2016	-4.87
31	FERTILISERS.	1.66	1/1/2016	-34
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	26.55	1/1/2016	3.51
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	11.34	1/1/2016	9.88
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	3.23	1/1/2016	8.54
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	2.61	1/1/2016	-22.73
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	0.6	1/1/2016	-76.2
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.64	1/1/2016	27.48
38	MISCELLANEOUS CHEMICAL PRODUCTS.	25	1/1/2016	-18.07
39	PLASTIC AND ARTICLES THEREOF.	28.77	1/1/2016	18.97
40	RUBBER AND ARTICLES THEREOF.	19.38	1/1/2016	-4.19
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	12.88	1/1/2016	-16.85
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	1.54	1/1/2016	-32.95
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.	0.01	1/1/2016	
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.29	1/1/2016	-30.86
45	CORK AND ARTICLES OF CORK.		1/1/2016	
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0	1/1/2016	-75
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		1/1/2016	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	10.56	1/1/2016	5.35
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	1.86	1/1/2016	-2.14
50	SILK	0.43	1/1/2016	-51.9
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	1.02	1/1/2016	12.38
52	COTTON.	63.62	1/1/2016	-6.29
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.29	1/1/2016	-46.14
54	MAN-MADE FILAMENTS.	12.47	1/1/2016	-12.92
55	MAN-MADE STAPLE FIBRES.	8.75	1/1/2016	1.85
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	1.6	1/1/2016	-2.44
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	2.35	1/1/2016	149.67
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.35	1/1/2016	-36.34
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	0.49	1/1/2016	-83.12
60	KNITTED OR CROCHETED FABRICS.	0.98	1/1/2016	4.38
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	5.06	1/1/2016	43.19
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	11.32	1/1/2016	-39.97
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	2.76	1/1/2016	-29.79
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	2.56	1/1/2016	1.46
65	HEADGEAR AND PARTS THEREOF.	0.09	1/1/2016	0.44
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.		1/1/2016	
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.67	1/1/2016	-51.76
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	6.14	1/1/2016	46.75
69	CERAMIC PRODUCTS.	2.47	1/1/2016	-19.33
70	GLASS AND GLASSWARE.	2	1/1/2016	-19.64
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	116.69	1/1/2016	8.02
72	IRON AND STEEL	29.31	1/1/2016	-44.98
73	ARTICLES OF IRON OR STEEL	20.38	1/1/2016	-7.28
74	COPPER AND ARTICLES THEREOF.	15.43	1/1/2016	-52.64
75	NICKEL AND ARTICLES THEREOF.	5.63	1/1/2016	-91.81
76	ALUMINIUM AND ARTICLES THEREOF.	24.1	1/1/2016	386.18
78	LEAD AND ARTICLES THEREOF.	0.63	1/1/2016	-69.64
79	ZINC AND ARTICLES THEREOF.	1.72	1/1/2016	-65.81
80	TIN AND ARTICLES THEREOF.	4.47	1/1/2016	117.84
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.09	1/1/2016	-32.49
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	3.13	1/1/2016	-20.88
83	MISCELLANEOUS ARTICLES OF BASE METAL.	3.94	1/1/2016	16.3
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	153.16	1/1/2016	24.26
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	53.9	1/1/2016	-27.9
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	0.26	1/1/2016	-53.48
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	58.98	1/1/2016	-29.24
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	44.25	1/1/2016	951.47
89	SHIPS, BOATS AND FLOATING STRUCTURES.	9.76	1/1/2016	-93.14
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	32	1/1/2016	26.8
91	CLOCKS AND WATCHES AND PARTS THEREOF.	0.93	1/1/2016	-35.15
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.02	1/1/2016	-39.13
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.1	1/1/2016	240.41
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	1.77	1/1/2016	3.91
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.34	1/1/2016	-37.73
96	MISCELLANEOUS MANUFACTURED ARTICLES.	4.14	1/1/2016	11.84
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	4.49	1/1/2016	3,746.49
98	PROJECT GOODS; SOME SPECIAL USES.	0.07	1/1/2016	-73.55
99	MISCELLANEOUS GOODS.	2.39	1/1/2016	-54.87
1	LIVE ANIMALS.	0	2/1/2016	0
2	MEAT AND EDIBLE MEAT OFFAL.	201.8	2/1/2016	34.6
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	61.51	2/1/2016	-14.28
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	2.06	2/1/2016	4.57
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	3.64	2/1/2016	834.75
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.46	2/1/2016	-6.66
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	8.66	2/1/2016	9.76
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	3.03	2/1/2016	17.63
9	COFFEE, TEA, MATE AND SPICES.	45.08	2/1/2016	0.54
10	CEREALS.	8.09	2/1/2016	-74.93
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	3.55	2/1/2016	-44.79
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	51.53	2/1/2016	-19.19
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	1.59	2/1/2016	-33.14
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.04	2/1/2016	765.22
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	11.21	2/1/2016	-58.78
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0.03	2/1/2016	-51.55
17	SUGARS AND SUGAR CONFECTIONERY.	85.57	2/1/2016	6,063.41
18	COCOA AND COCOA PREPARATIONS.	2.97	2/1/2016	221.72
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	1.37	2/1/2016	0.61
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	0.83	2/1/2016	2.35
21	MISCELLANEOUS EDIBLE PREPARATIONS.	4.1	2/1/2016	-26.42
