HS Code,Commodity,Value,Date,Growth
55,MAN-MADE STAPLE FIBRES.,10.49,2015-09-01,62.04
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",4.10,2015-09-01,109.66
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,2.44,2015-09-01,110.99
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.64,2015-09-01,17.16
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",5.04,2015-09-01,74.17
60,KNITTED OR CROCHETED FABRICS.,0.97,2015-09-01,142.33
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.19,2015-09-01,29.70
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.95,2015-09-01,-25.85
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.74,2015-09-01,99.95
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",6.81,2015-09-01,-8.73
65,HEADGEAR AND PARTS THEREOF.,0.09,2015-09-01,26.98
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.02,2015-09-01,"6,566.67"
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,2015-09-01,-88.08
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",4.91,2015-09-01,42.62
69,CERAMIC PRODUCTS.,1.90,2015-09-01,147.82
70,GLASS AND GLASSWARE.,6.84,2015-09-01,33.71
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",71.70,2015-09-01,61.44
72,IRON AND STEEL,63.41,2015-09-01,69.74
73,ARTICLES OF IRON OR STEEL,33.19,2015-09-01,36.79
74,COPPER AND ARTICLES THEREOF.,49.99,2015-09-01,60.21
75,NICKEL AND ARTICLES THEREOF.,24.58,2015-09-01,"2,697.12"
76,ALUMINIUM AND ARTICLES THEREOF.,29.28,2015-09-01,50.57
78,LEAD AND ARTICLES THEREOF.,4.61,2015-09-01,"1,024.10"
79,ZINC AND ARTICLES THEREOF.,1.97,2015-09-01,3.02
80,TIN AND ARTICLES THEREOF.,20.15,2015-09-01,56.08
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.32,2015-09-01,16.97
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.42,2015-09-01,-46.31
83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.41,2015-09-01,7.33
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",291.82,2015-09-01,8.37
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",374.72,2015-09-01,35.55
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.03,2015-09-01,-90.03
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",49.15,2015-09-01,26.43
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.22,2015-09-01,-67.15
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",194.29,2015-09-01,156.18
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",66.77,2015-09-01,79.82
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.20,2015-09-01,19.59
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.32,2015-09-01,146.00
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,,2015-09-01,
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",9.43,2015-09-01,-0.84
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",1.12,2015-09-01,46.47
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.73,2015-09-01,106.22
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.00,2015-09-01,-97.38
98,PROJECT GOODS; SOME SPECIAL USES.,5.98,2015-09-01,"1,456.62"
99,MISCELLANEOUS GOODS.,0.25,2015-09-01,-22.35
01,LIVE ANIMALS.,,2015-10-01,
02,MEAT AND EDIBLE MEAT OFFAL.,,2015-10-01,
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.84,2015-10-01,7.60
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.01,2015-10-01,55.88
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.29,2015-10-01,18.91
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.46,2015-10-01,-45.79
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,53.78,2015-10-01,2.27
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,9.06,2015-10-01,17.37
09,"COFFEE, TEA, MATE AND SPICES.",23.71,2015-10-01,34.11
10,CEREALS.,0.07,2015-10-01,431.85
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.45,2015-10-01,-57.82
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",3.29,2015-10-01,40.71
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.18,2015-10-01,91.91
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.06,2015-10-01,19.09
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,386.32,2015-10-01,0.81
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",,2015-10-01,
17,SUGARS AND SUGAR CONFECTIONERY.,0.36,2015-10-01,-11.02
18,COCOA AND COCOA PREPARATIONS.,7.80,2015-10-01,-11.25
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.14,2015-10-01,19.39
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.85,2015-10-01,-18.15
21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.58,2015-10-01,-52.02
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.56,2015-10-01,30.55
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,7.78,2015-10-01,67.31
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.64,2015-10-01,20.73
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",12.42,2015-10-01,27.03
26,"ORES, SLAG AND ASH.",99.45,2015-10-01,211.85
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",697.64,2015-10-01,-1.24
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",18.16,2015-10-01,10.99
29,ORGANIC CHEMICALS,167.66,2015-10-01,-18.28
30,PHARMACEUTICAL PRODUCTS,7.77,2015-10-01,26.27
31,FERTILISERS.,10.44,2015-10-01,"4,719.75"
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",13.22,2015-10-01,-8.81
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",12.42,2015-10-01,59.76
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",11.08,2015-10-01,30.56
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.38,2015-10-01,36.75
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,,2015-10-01,
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.55,2015-10-01,-19.47
38,MISCELLANEOUS CHEMICAL PRODUCTS.,42.69,2015-10-01,-9.25
39,PLASTIC AND ARTICLES THEREOF.,125.60,2015-10-01,-2.73
40,RUBBER AND ARTICLES THEREOF.,68.70,2015-10-01,6.66
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,6.03,2015-10-01,27.23
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.55,2015-10-01,16.39
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,2015-10-01,
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,83.66,2015-10-01,-21.51
45,CORK AND ARTICLES OF CORK.,0.09,2015-10-01,"1,067.11"
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.04,2015-10-01,59.32
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,6.46,2015-10-01,-59.89
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",11.63,2015-10-01,-9.03
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",3.46,2015-10-01,65.35
50,SILK,1.47,2015-10-01,174.06
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.02,2015-10-01,128.38
52,COTTON.,0.56,2015-10-01,-39.19
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.02,2015-10-01,214.29
54,MAN-MADE FILAMENTS.,12.96,2015-10-01,38.14
55,MAN-MADE STAPLE FIBRES.,10.49,2015-10-01,62.04
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",4.10,2015-10-01,109.66
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,2.44,2015-10-01,110.99
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.64,2015-10-01,17.16
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",5.04,2015-10-01,74.17
60,KNITTED OR CROCHETED FABRICS.,0.97,2015-10-01,142.33
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.19,2015-10-01,29.70
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.95,2015-10-01,-25.85
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.74,2015-10-01,99.95
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",6.81,2015-10-01,-8.73
65,HEADGEAR AND PARTS THEREOF.,0.09,2015-10-01,26.98
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.02,2015-10-01,"6,566.67"
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,2015-10-01,-88.08
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",4.91,2015-10-01,42.62
69,CERAMIC PRODUCTS.,1.90,2015-10-01,147.82
70,GLASS AND GLASSWARE.,6.84,2015-10-01,33.71
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",71.70,2015-10-01,61.44
72,IRON AND STEEL,63.41,2015-10-01,69.74
73,ARTICLES OF IRON OR STEEL,33.19,2015-10-01,36.79
74,COPPER AND ARTICLES THEREOF.,49.99,2015-10-01,60.21
75,NICKEL AND ARTICLES THEREOF.,24.58,2015-10-01,"2,697.12"
76,ALUMINIUM AND ARTICLES THEREOF.,29.28,2015-10-01,50.57
78,LEAD AND ARTICLES THEREOF.,4.61,2015-10-01,"1,024.10"
79,ZINC AND ARTICLES THEREOF.,1.97,2015-10-01,3.02
80,TIN AND ARTICLES THEREOF.,20.15,2015-10-01,56.08
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.32,2015-10-01,16.97
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.42,2015-10-01,-46.31
83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.41,2015-10-01,7.33
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",291.82,2015-10-01,8.37
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",374.72,2015-10-01,35.55
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.03,2015-10-01,-90.03
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",49.15,2015-10-01,26.43
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.22,2015-10-01,-67.15
89,"SHIPS, BOATS AND FLOATING STRUCTURES.",194.29,2015-10-01,156.18
90,"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",66.77,2015-10-01,79.82
91,CLOCKS AND WATCHES AND PARTS THEREOF.,0.20,2015-10-01,19.59
92,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,0.32,2015-10-01,146.00
93,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,,2015-10-01,
94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC",9.43,2015-10-01,-0.84
95,"TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.",1.12,2015-10-01,46.47
96,MISCELLANEOUS MANUFACTURED ARTICLES.,4.73,2015-10-01,106.22
97,WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.,0.00,2015-10-01,-97.38
98,PROJECT GOODS; SOME SPECIAL USES.,5.98,2015-10-01,"1,456.62"
99,MISCELLANEOUS GOODS.,0.25,2015-10-01,-22.35
01,LIVE ANIMALS.,,2015-11-01,
02,MEAT AND EDIBLE MEAT OFFAL.,,2015-11-01,
03,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.",1.84,2015-11-01,7.60
04,"DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.",0.01,2015-11-01,55.88
05,"PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.",0.29,2015-11-01,18.91
06,LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,0.46,2015-11-01,-45.79
07,EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,53.78,2015-11-01,2.27
08,EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.,9.06,2015-11-01,17.37
09,"COFFEE, TEA, MATE AND SPICES.",23.71,2015-11-01,34.11
10,CEREALS.,0.07,2015-11-01,431.85
11,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.,0.45,2015-11-01,-57.82
12,"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",3.29,2015-11-01,40.71
13,"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2.18,2015-11-01,91.91
14,VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.,1.06,2015-11-01,19.09
15,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.,386.32,2015-11-01,0.81
16,"PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES",,2015-11-01,
17,SUGARS AND SUGAR CONFECTIONERY.,0.36,2015-11-01,-11.02
18,COCOA AND COCOA PREPARATIONS.,7.80,2015-11-01,-11.25
19,"PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.",1.14,2015-11-01,19.39
20,"PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.",0.85,2015-11-01,-18.15
21,MISCELLANEOUS EDIBLE PREPARATIONS.,1.58,2015-11-01,-52.02
22,"BEVERAGES, SPIRITS AND VINEGAR.",0.56,2015-11-01,30.55
23,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.,7.78,2015-11-01,67.31
24,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.,0.64,2015-11-01,20.73
25,"SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.",12.42,2015-11-01,27.03
26,"ORES, SLAG AND ASH.",99.45,2015-11-01,211.85
27,"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",697.64,2015-11-01,-1.24
28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",18.16,2015-11-01,10.99
29,ORGANIC CHEMICALS,167.66,2015-11-01,-18.28
30,PHARMACEUTICAL PRODUCTS,7.77,2015-11-01,26.27
31,FERTILISERS.,10.44,2015-11-01,"4,719.75"
32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.",13.22,2015-11-01,-8.81
33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.",12.42,2015-11-01,59.76
34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.",11.08,2015-11-01,30.56
35,ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.,3.38,2015-11-01,36.75
36,EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.,,2015-11-01,
37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,0.55,2015-11-01,-19.47
38,MISCELLANEOUS CHEMICAL PRODUCTS.,42.69,2015-11-01,-9.25
39,PLASTIC AND ARTICLES THEREOF.,125.60,2015-11-01,-2.73
40,RUBBER AND ARTICLES THEREOF.,68.70,2015-11-01,6.66
41,RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER,6.03,2015-11-01,27.23
42,"ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.",0.55,2015-11-01,16.39
43,"FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.",0.00,2015-11-01,
44,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.,83.66,2015-11-01,-21.51
45,CORK AND ARTICLES OF CORK.,0.09,2015-11-01,"1,067.11"
46,"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",0.04,2015-11-01,59.32
47,PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.,6.46,2015-11-01,-59.89
48,"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",11.63,2015-11-01,-9.03
49,"PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.",3.46,2015-11-01,65.35
50,SILK,1.47,2015-11-01,174.06
51,"WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.",0.02,2015-11-01,128.38
52,COTTON.,0.56,2015-11-01,-39.19
53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,0.02,2015-11-01,214.29
54,MAN-MADE FILAMENTS.,12.96,2015-11-01,38.14
55,MAN-MADE STAPLE FIBRES.,10.49,2015-11-01,62.04
56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.",4.10,2015-11-01,109.66
57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS.,2.44,2015-11-01,110.99
58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.,1.64,2015-11-01,17.16
59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",5.04,2015-11-01,74.17
60,KNITTED OR CROCHETED FABRICS.,0.97,2015-11-01,142.33
61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.",1.19,2015-11-01,29.70
62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.",0.95,2015-11-01,-25.85
63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,0.74,2015-11-01,99.95
64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.",6.81,2015-11-01,-8.73
65,HEADGEAR AND PARTS THEREOF.,0.09,2015-11-01,26.98
66,"UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.",0.02,2015-11-01,"6,566.67"
67,PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.,0.01,2015-11-01,-88.08
68,"ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.",4.91,2015-11-01,42.62
69,CERAMIC PRODUCTS.,1.90,2015-11-01,147.82
70,GLASS AND GLASSWARE.,6.84,2015-11-01,33.71
71,"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",71.70,2015-11-01,61.44
72,IRON AND STEEL,63.41,2015-11-01,69.74
73,ARTICLES OF IRON OR STEEL,33.19,2015-11-01,36.79
74,COPPER AND ARTICLES THEREOF.,49.99,2015-11-01,60.21
75,NICKEL AND ARTICLES THEREOF.,24.58,2015-11-01,"2,697.12"
76,ALUMINIUM AND ARTICLES THEREOF.,29.28,2015-11-01,50.57
78,LEAD AND ARTICLES THEREOF.,4.61,2015-11-01,"1,024.10"
79,ZINC AND ARTICLES THEREOF.,1.97,2015-11-01,3.02
80,TIN AND ARTICLES THEREOF.,20.15,2015-11-01,56.08
81,OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,0.32,2015-11-01,16.97
82,"TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.",1.42,2015-11-01,-46.31
83,MISCELLANEOUS ARTICLES OF BASE METAL.,3.41,2015-11-01,7.33
84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",291.82,2015-11-01,8.37
85,"ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.",374.72,2015-11-01,35.55
86,"RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL",0.03,2015-11-01,-90.03
87,"VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.",49.15,2015-11-01,26.43
